ModelID,SangerModelID,COSMICID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,CCLEName
ACH-002227,SIDM00542,946370.0,D-392MG,CNS/Brain,Diffuse Glioma,Glioblastoma,D392MG_CENTRAL_NERVOUS_SYSTEM
ACH-002228,SIDM00209,946372.0,D-423MG,CNS/Brain,Diffuse Glioma,Glioblastoma,D423MG_CENTRAL_NERVOUS_SYSTEM
ACH-002229,SIDM00208,946373.0,D-502MG,CNS/Brain,Diffuse Glioma,Glioblastoma,D502MG_CENTRAL_NERVOUS_SYSTEM
ACH-002230,SIDM00207,753549.0,D-542MG,CNS/Brain,Diffuse Glioma,Glioblastoma,D542MG_CENTRAL_NERVOUS_SYSTEM
ACH-002231,SIDM00206,946377.0,D-566MG,CNS/Brain,Diffuse Glioma,Glioblastoma,D566MG_CENTRAL_NERVOUS_SYSTEM
ACH-002232,SIDM00948,906838.0,DG-75,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002233,SIDM00049,1789883.0,DIFI,Bowel,Colorectal Adenocarcinoma,Colorectal Adenocarcinoma,DIFI_LARGE_INTESTINE
ACH-002234,SIDM00540,910936.0,DOK,Head and Neck,"Head and Neck Carcinoma, Other","Head and Neck Carcinoma, Other",DOK_UPPER_AERODIGESTIVE_TRACT
ACH-002235,SIDM00970,753552.0,DSH1,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,DSH1_URINARY_TRACT
ACH-002236,SIDM00793,906847.0,EB-3,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002237,SIDM00276,906861.0,ETK-1,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,ETK1_BILIARY_TRACT
ACH-002238,SIDM01259,906877.0,GR-ST,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002239,SIDM00517,1240140.0,H3118,Head and Neck,Salivary Carcinoma,Mucoepidermoid Carcinoma,H3118_UPPER_AERODIGESTIVE_TRACT
ACH-002240,SIDM01251,907043.0,H9,Lymphoid,Mature T and NK Neoplasms,Sezary Syndrome,H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002241,SIDM00289,949153.0,HAL-01,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002242,SIDM01073,907044.0,HC-1,Lymphoid,Mature B-Cell Neoplasms,Hairy Cell Leukemia,HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002243,SIDM00052,753559.0,HCE-4,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,HCE4_OESOPHAGUS
ACH-002244,SIDM00592,924111.0,HO-1-N-1,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,HO1N1_UPPER_AERODIGESTIVE_TRACT
ACH-002245,SIDM00668,1322218.0,Hs-445,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,HS445_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002246,SIDM00667,1240149.0,Hs 633.T,Soft Tissue,Fibrosarcoma,Fibrosarcoma,HS633T_SOFT_TISSUE
ACH-002247,SIDM00632,753563.0,IM-9,Myeloid,Non-Cancerous,Immortalized Blood,IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002248,SIDM01206,907170.0,IMR-5,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,IMR5_AUTONOMIC_GANGLIA
ACH-002249,SIDM00128,1240161.0,JHU-011,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,JHU011_UPPER_AERODIGESTIVE_TRACT
ACH-002250,SIDM00127,1240162.0,JHU-022,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,JHU022_UPPER_AERODIGESTIVE_TRACT
ACH-002251,SIDM00690,1298156.0,JHU-029,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,JHU029_UPPER_AERODIGESTIVE_TRACT
ACH-002252,SIDM00808,907268.0,JiyoyeP-2003,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002253,SIDM00688,1327769.0,JSC-1,Lymphoid,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002254,SIDM01011,1327773.0,KARPAS-1106P,Lymphoid,Mature B-Cell Neoplasms,Primary Mediastinal (Thymic) Large B-Cell Lymphoma (PMBL),KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002255,SIDM01017,1327774.0,KARPAS-231,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002256,SIDM01007,907272.0,KARPAS-45,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Cell Acute Lymphoblastic Leukemia,KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002257,SIDM00612,907279.0,KINGS-1,CNS/Brain,Diffuse Glioma,Anaplastic Astrocytoma,KINGS1_CENTRAL_NERVOUS_SYSTEM
ACH-002258,SIDM01019,907280.0,KMOE-2,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002259,SIDM01210,924188.0,KNS-81-FD,CNS/Brain,Diffuse Glioma,Glioblastoma,KNS81FD_CENTRAL_NERVOUS_SYSTEM
ACH-002261,SIDM00157,946363.0,KP-N-YS,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,KPNYS_AUTONOMIC_GANGLIA
ACH-002262,SIDM00553,907300.0,KY821,Myeloid,Acute Myeloid Leukemia,Acute Myelomonocytic Leukemia,KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002263,SIDM00551,1240167.0,KYSE-220,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,KYSE220_OESOPHAGUS
ACH-002264,SIDM00550,1298222.0,KYSE-50,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,KYSE50_OESOPHAGUS
ACH-002265,SIDM00182,753583.0,LB771-HNC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,LB771HNC_UPPER_AERODIGESTIVE_TRACT
ACH-002266,SIDM00181,753584.0,LB831-BLC,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,LB831BLC_URINARY_TRACT
ACH-002267,SIDM00549,907787.0,LC4-1,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,LC41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002268,SIDM00343,910694.0,LN-405,CNS/Brain,Diffuse Glioma,Glioblastoma,LN405_CENTRAL_NERVOUS_SYSTEM
ACH-002269,SIDM01220,1240170.0,LNZTA3WT4,CNS/Brain,Diffuse Glioma,Astrocytoma,LNZTA3WT4_CENTRAL_NERVOUS_SYSTEM
ACH-002271,SIDM00299,925343.0,MFH-ino,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,MFHINO_SOFT_TISSUE
ACH-002272,SIDM00388,908136.0,MHH-PREB-1,Lymphoid,Non-Hodgkin Lymphoma,Non-Hodgkin Lymphoma,MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002273,SIDM00441,908141.0,ML-2,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002274,SIDM00561,908142.0,MLMA,Lymphoid,Mature B-Cell Neoplasms,Hairy Cell Leukemia,MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002275,SIDM00438,908143.0,MN-60,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002276,SIDM01217,1330960.0,MY-M12,Myeloid,Acute Leukemias of Ambiguous Lineage,Acute Leukemias of Ambiguous Lineage,MYM12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002277,SIDM00579,1240181.0,NB(TU)1-10,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBTU110_AUTONOMIC_GANGLIA
ACH-002278,SIDM00259,949171.0,NB10,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NB10_AUTONOMIC_GANGLIA
ACH-002279,SIDM00258,949172.0,NB12,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NB12_AUTONOMIC_GANGLIA
ACH-002280,SIDM00257,949177.0,NB13,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NB13_AUTONOMIC_GANGLIA
ACH-002281,SIDM00256,949178.0,NB14,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NB14_AUTONOMIC_GANGLIA
ACH-002282,SIDM00255,949175.0,NB17,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NB17_AUTONOMIC_GANGLIA
ACH-002283,SIDM00254,949176.0,NB5,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NB5_AUTONOMIC_GANGLIA
ACH-002284,SIDM00253,949173.0,NB6,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NB6_AUTONOMIC_GANGLIA
ACH-002285,SIDM00156,949174.0,NB7,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NB7_AUTONOMIC_GANGLIA
ACH-002288,SIDM00243,910942.0,NEC8,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,NEC8_TESTIS
ACH-002289,SIDM01201,1330981.0,NK-92MI,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL),NK92MI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002290,SIDM00576,908448.0,NKM-1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002291,SIDM01203,908454.0,NTERA-2 cl.D1,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,NTERA2CLD1_TESTIS
ACH-002292,SIDM00445,1503362.0,OACp4C,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,OACP4C_OESOPHAGUS
ACH-002293,SIDM00362,1330987.0,P32-ISH,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002294,SIDM00270,1240204.0,PCI-15A,Head and Neck,Head and Neck Squamous Cell Carcinoma,Hypopharynx Squamous Cell Carcinoma,PCI15A_UPPER_AERODIGESTIVE_TRACT
ACH-002295,SIDM00044,1298529.0,PCI-30,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,PCI30_UPPER_AERODIGESTIVE_TRACT
ACH-002297,SIDM00043,1298531.0,PCI-4B,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,PCI4B_UPPER_AERODIGESTIVE_TRACT
ACH-002298,SIDM00115,1240206.0,PCI-6A,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,PCI6A_UPPER_AERODIGESTIVE_TRACT
ACH-002299,SIDM00467,910545.0,QIMR-WIL,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002300,SIDM01247,910401.0,Ramos-2G6-4C10,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002301,SIDM01092,909697.0,RF-48,Lymphoid,Non-Hodgkin Lymphoma,Non-Hodgkin Lymphoma,RF48_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002302,SIDM00482,910544.0,RPMI-8866,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002304,SIDM00379,909729.0,SK-MG-1,CNS/Brain,Diffuse Glioma,Astrocytoma,SKMG1_CENTRAL_NERVOUS_SYSTEM
ACH-002305,SIDM00375,1299059.0,SKN-3,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,SKN3_UPPER_AERODIGESTIVE_TRACT
ACH-002306,SIDM00041,1299061.0,STS-0421,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STS0421_SOFT_TISSUE
ACH-002307,SIDM00404,1331034.0,SU-DHL-16,Lymphoid,Non-Hodgkin Lymphoma,Mature B-Cell Neoplasms,SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002308,SIDM01177,910209.0,SUP-B8,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,SUPB8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002309,SIDM01175,909754.0,SW684,Soft Tissue,Fibrosarcoma,Fibrosarcoma,SW684_SOFT_TISSUE
ACH-002310,SIDM01159,909756.0,SW872,Soft Tissue,Liposarcoma,Liposarcoma,SW872_SOFT_TISSUE
ACH-002311,SIDM00023,946356.0,TE-12,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,TE12_OESOPHAGUS
ACH-002312,SIDM00267,910695.0,TGBC24TKB,Biliary Tract,Intracholecystic Papillary Neoplasm,"Gallbladder Adenocarcinoma, NOS",TGBC24TKB_BILIARY_TRACT
ACH-002313,SIDM00323,1331045.0,TK,Lymphoid,Non-Hodgkin Lymphoma,Mature B-Cell Neoplasms,TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002314,SIDM01205,909773.0,TUR,Myeloid,Acute Myeloid Leukemia,Acute Monoblastic/Monocytic Leukemia,TUR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002316,SIDM01102,1331049.0,WIL2-NS,Myeloid,Hereditary Spherocytosis,Spherocytosis,WIL2NS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002317,SIDM00410,946358.0,YT,Lymphoid,Non-Hodgkin Lymphoma,Non-Hodgkin Lymphoma,YT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002339,SIDM00623,,MOT,Lymphoid,Mature B-Cell Neoplasms,Hairy Cell Leukemia,MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002345,SIDM00488,,CaR-1,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,CAR1_LARGE_INTESTINE
ACH-002397,SIDM00619,2054094.0,KMH-2,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,KMH2_THYROID
